periode_update;bahan_pokok;satuan_bapok;harga_rata_rata
Juli 2023;Papan Meranti (4m X 3cm X 20mm);Lembar;105569
Juli 2023;Triplek (6mm)/ lembar;lembar;75623
Juli 2023;Besi Beton 6 mm (12/9m) / Btg;Btg;31042
Juli 2023;Besi Beton 8 mm (12/9m) / Btg;Btg;47862
Juli 2023;Besi Beton 10 mm (12/9m) / Btg;Btg;72660
Juli 2023;Besi Beton 12 mm (12/9m) / Btg;Btg;100767
Juli 2023;Paku Ukuran 10Cm /Kg;Kg;18562
Juli 2023;Paku Ukuran 2 Cm /Kg;Kg;19549
Juli 2023;Paku Ukuran 3Cm/Kg;Kg;19493
Juli 2023;Paku Ukuran 4Cm/Kg;kg;19078
Juli 2023;Paku Ukuran 5Cm/Kg;Kg;18406
Juli 2023;Paku Ukuran 7Cm/Kg;Kg;18316
Juli 2023;GAS ELPIGI 3 Kg;Kg;18364
Juli 2023;Pupuk KCL  Non Subsidi / Kg;Kg;9495
Juli 2023;Pupuk NPK Non Subsidi / Kg;Kg;11640
Juli 2023;Pupuk SP 35 Non Subsidi / Kg;Kg;7121
Juli 2023;Pupuk Urea Non Subsidi / Kg;Kg;7402
Juli 2023;Pupuk ZA Non Subsidi / Kg;Kg;5814
Agustus 2023;Beras Premium / kg;kg;12707
Agustus 2023;Beras Medium / kg;kg;10404
Agustus 2023;Gula Kristal Putih / kg;kg;13331
Agustus 2023;Minyak Goreng Curah / kg;kg;14996
Agustus 2023;Minyak Goreng Kemasan Premium / liter;1 liter;19764
Agustus 2023;Minyak Goreng Kemasan Sederhana / liter;1 Liter;16032
Agustus 2023;Minyak Goreng MINYAKITA / liter;1 Liter;14646
Agustus 2023;Daging Sapi Paha Belakang / kg;kg;116421
Agustus 2023;Daging Ayam Ras / kg;kg;35237
Agustus 2023;Daging Ayam Kampung / kg;kg;65517
Agustus 2023;Telur Ayam Ras / kg;kg;28612
Agustus 2023;Telur Ayam Kampung / kg;kg;43881
Agustus 2023;Susu Kental Manis Merk Bendera (397 gr/kl);397 gr/kl;12099
Agustus 2023;Susu Kental Manis Merk Indomilk (390 gr/kl);390 gr/kl;11755
Agustus 2023;Susu Bubuk Merk Bendera (Instant) / (400 gr/dos);400 gr/dos;40355
Agustus 2023;Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos);400 gr/dos;39103
Agustus 2023;Jagung Pipilan Kering / kg;kg;7331
Agustus 2023;Garam Beryodium  Bata / buah;Buah;1466
Agustus 2023;Garam Beryodium Halus / kg;kg;8803
Agustus 2023;Tepung Terigu / kg;kg;11536
Agustus 2023;Kacang Kedelai Impor / kg;kg;13193
Agustus 2023;Kacang Kedelai Lokal / kg;kg;13385
Agustus 2023;Indomie Rasa Kari Ayam / bungkus;Bungkus;3130
Agustus 2023;Cabe Merah Keriting / kg;kg;32206
Agustus 2023;Cabe Merah Besar / kg;kg;31254
Agustus 2023;Cabe Rawit Merah / kg;kg;37075
Agustus 2023;Bawang Merah / kg;kg;22736
Agustus 2023;Bawang Putih / kg;kg;34568
Agustus 2023;Ikan Asin Teri / kg;kg;75468
Agustus 2023;Kacang Hijau / kg;kg;23535
Agustus 2023;Kacang Tanah / kg;kg;28288
Agustus 2023;Ketela Pohon / kg;kg;4619
Agustus 2023;Kol/kubis (/kg);kg;6979
Agustus 2023;Kentang / kg;kg;15995
Agustus 2023;Tomat / kg;kg;7227
Agustus 2023;Wortel / kg;kg;11962
Agustus 2023;Buncis / kg;kg;9889
Agustus 2023;Semen Gresik / 40 Kg;40 Kg;56519
Agustus 2023;Semen Tiga Roda / 40 Kg;40 Kg;51514
Agustus 2023;Semen Padang / 40Kg;40 Kg;46655
Agustus 2023;Semen Tonasa / 40Kg;40 Kg;46503
Agustus 2023;Semen Bosowa / 40Kg;40 Kg;47755
Agustus 2023;Semen Dinamix / 40 Kg;40 Kg;49905
Agustus 2023;Ikan Bandeng / kg;kg;32764
Agustus 2023;Ikan Kembung / kg;kg;33239
Agustus 2023;Ikan Tuna / kg;kg;39056
Agustus 2023;Ikan Tongkol / kg;kg;32369
Agustus 2023;Ikan Cakalang / kg;kg;33745
Agustus 2023;KAYU BALOK MERANTI (4 X 10);Btg;95259
Agustus 2023;Papan Meranti (4m X 3cm X 20mm);Lembar;105956
Agustus 2023;Triplek (6mm)/ lembar;lembar;76496
Agustus 2023;Besi Beton 6 mm (12/9m) / Btg;Btg;30836
Agustus 2023;Besi Beton 8 mm (12/9m) / Btg;Btg;47703
Agustus 2023;Besi Beton 10 mm (12/9m) / Btg;Btg;72330
Agustus 2023;Besi Beton 12 mm (12/9m) / Btg;Btg;99551
Agustus 2023;Paku Ukuran 10Cm /Kg;Kg;18608
Agustus 2023;Paku Ukuran 2 Cm /Kg;Kg;19508
Agustus 2023;Paku Ukuran 3Cm/Kg;Kg;19356
Agustus 2023;Paku Ukuran 4Cm/Kg;kg;19085
Agustus 2023;Paku Ukuran 5Cm/Kg;Kg;18373
Agustus 2023;Paku Ukuran 7Cm/Kg;Kg;18327
Agustus 2023;GAS ELPIGI 3 Kg;Kg;18480
Agustus 2023;Pupuk KCL  Non Subsidi / Kg;Kg;9398
Agustus 2023;Pupuk NPK Non Subsidi / Kg;Kg;11459
Agustus 2023;Pupuk SP 35 Non Subsidi / Kg;Kg;7213
Agustus 2023;Pupuk Urea Non Subsidi / Kg;Kg;7430
Agustus 2023;Pupuk ZA Non Subsidi / Kg;Kg;5840
Sep-23;Beras Premium / kg;kg;13515
Sep-23;Beras Medium / kg;kg;11314
Sep-23;Gula Kristal Putih / kg;kg;13739
Sep-23;Minyak Goreng Curah / kg;kg;14970
Sep-23;Minyak Goreng Kemasan Premium / liter;1 liter;19594
Sep-23;Minyak Goreng Kemasan Sederhana / liter;1 Liter;15983
Sep-23;Minyak Goreng MINYAKITA / liter;1 Liter;14586
Sep-23;Daging Sapi Paha Belakang / kg;kg;116401
Sep-23;Daging Ayam Ras / kg;kg;35407
Sep-23;Daging Ayam Kampung / kg;kg;65231
Sep-23;Telur Ayam Ras / kg;kg;25755
Sep-23;Telur Ayam Kampung / kg;kg;43985
Sep-23;Susu Kental Manis Merk Bendera (397 gr/kl);397 gr/kl;12105
Sep-23;Susu Kental Manis Merk Indomilk (390 gr/kl);390 gr/kl;11849
Sep-23;Susu Bubuk Merk Bendera (Instant) / (400 gr/dos);400 gr/dos;40210
Sep-23;Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos);400 gr/dos;39107
Sep-23;Jagung Pipilan Kering / kg;kg;7414
Sep-23;Garam Beryodium  Bata / buah;Buah;1478
Sep-23;Garam Beryodium Halus / kg;kg;8829
Sep-23;Tepung Terigu / kg;kg;11507
Sep-23;Kacang Kedelai Impor / kg;kg;13161
Sep-23;Kacang Kedelai Lokal / kg;kg;13382
Sep-23;Indomie Rasa Kari Ayam / bungkus;Bungkus;3128
Sep-23;Cabe Merah Keriting / kg;kg;29771
Sep-23;Cabe Merah Besar / kg;kg;30435
Sep-23;Cabe Rawit Merah / kg;kg;25969
Sep-23;Bawang Merah / kg;kg;19639
Sep-23;Bawang Putih / kg;kg;32790
Sep-23;Ikan Asin Teri / kg;kg;75502
Sep-23;Kacang Hijau / kg;kg;23250
Sep-23;Kacang Tanah / kg;kg;28192
Sep-23;Ketela Pohon / kg;kg;4660
Sep-23;Kol/kubis (/kg);kg;6948
Sep-23;Kentang / kg;kg;16640
Sep-23;Tomat / kg;kg;6762
Sep-23;Wortel / kg;kg;12373
Sep-23;Buncis / kg;kg;10001
Sep-23;Semen Gresik / 40 Kg;40 Kg;56582
Sep-23;Semen Tiga Roda / 40 Kg;40 Kg;51242
Sep-23;Semen Padang / 40Kg;40 Kg;46697
Sep-23;Semen Tonasa / 40Kg;40 Kg;46520
Sep-23;Semen Bosowa / 40Kg;40 Kg;47398
Sep-23;Semen Dinamix / 40 Kg;40 Kg;49809
Sep-23;Ikan Bandeng / kg;kg;32801
Sep-23;Ikan Kembung / kg;kg;32955
Sep-23;Ikan Tuna / kg;kg;39076
Sep-23;Ikan Tongkol / kg;kg;32251
Sep-23;Ikan Cakalang / kg;kg;33955
Sep-23;KAYU BALOK MERANTI (4 X 10);Btg;95798
Sep-23;Papan Meranti (4m X 3cm X 20mm);Lembar;104093
Sep-23;Triplek (6mm)/ lembar;lembar;76300
Sep-23;Besi Beton 6 mm (12/9m) / Btg;Btg;30612
Sep-23;Besi Beton 8 mm (12/9m) / Btg;Btg;47425
Sep-23;Besi Beton 10 mm (12/9m) / Btg;Btg;71867
Sep-23;Besi Beton 12 mm (12/9m) / Btg;Btg;98880
Sep-23;Paku Ukuran 10Cm /Kg;Kg;18501
Sep-23;Paku Ukuran 2 Cm /Kg;Kg;19548
Sep-23;Paku Ukuran 3Cm/Kg;Kg;19367
Sep-23;Paku Ukuran 4Cm/Kg;kg;19074
Sep-23;Paku Ukuran 5Cm/Kg;Kg;18334
Sep-23;Paku Ukuran 7Cm/Kg;Kg;18327
Sep-23;GAS ELPIGI 3 Kg;Kg;18372
Sep-23;Pupuk KCL  Non Subsidi / Kg;Kg;9538
Sep-23;Pupuk NPK Non Subsidi / Kg;Kg;11670
Sep-23;Pupuk SP 35 Non Subsidi / Kg;Kg;7214
Sep-23;Pupuk Urea Non Subsidi / Kg;Kg;7554
Sep-23;Pupuk ZA Non Subsidi / Kg;Kg;5979
Oktober 2023;Beras Premium / kg;kg;13856
Oktober 2023;Beras Medium / kg;kg;11505
Oktober 2023;Gula Kristal Putih / kg;kg;14628
Oktober 2023;Minyak Goreng Curah / kg;kg;14894
Oktober 2023;Minyak Goreng Kemasan Premium / liter;1 liter;19498
Oktober 2023;Minyak Goreng Kemasan Sederhana / liter;1 Liter;15948
Oktober 2023;Minyak Goreng MINYAKITA / liter;1 Liter;14604
Oktober 2023;Daging Sapi Paha Belakang / kg;kg;116526
Oktober 2023;Daging Ayam Ras / kg;kg;34966
Oktober 2023;Daging Ayam Kampung / kg;kg;65174
Oktober 2023;Telur Ayam Ras / kg;kg;24702
Oktober 2023;Telur Ayam Kampung / kg;kg;44161
Oktober 2023;Susu Kental Manis Merk Bendera (397 gr/kl);397 gr/kl;12156
Oktober 2023;Susu Kental Manis Merk Indomilk (390 gr/kl);390 gr/kl;11934
Oktober 2023;Susu Bubuk Merk Bendera (Instant) / (400 gr/dos);400 gr/dos;40239
Oktober 2023;Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos);400 gr/dos;39175
Oktober 2023;Jagung Pipilan Kering / kg;kg;7554
Oktober 2023;Garam Beryodium  Bata / buah;Buah;1486
Oktober 2023;Garam Beryodium Halus / kg;kg;8842
Oktober 2023;Tepung Terigu / kg;kg;11467
Oktober 2023;Kacang Kedelai Impor / kg;kg;13238
Oktober 2023;Kacang Kedelai Lokal / kg;kg;13369
Oktober 2023;Indomie Rasa Kari Ayam / bungkus;Bungkus;3128
Oktober 2023;Cabe Merah Keriting / kg;kg;33995
Oktober 2023;Cabe Merah Besar / kg;kg;31724
Oktober 2023;Cabe Rawit Merah / kg;kg;44195
Oktober 2023;Bawang Merah / kg;kg;18924
Oktober 2023;Bawang Putih / kg;kg;31920
Oktober 2023;Ikan Asin Teri / kg;kg;75865
Oktober 2023;Kacang Hijau / kg;kg;22839
Oktober 2023;Kacang Tanah / kg;kg;28173
Oktober 2023;Ketela Pohon / kg;kg;4693
Oktober 2023;Kol/kubis (/kg);kg;7133
Oktober 2023;Kentang / kg;kg;16033
Oktober 2023;Tomat / kg;kg;6115
Oktober 2023;Wortel / kg;kg;12671
Oktober 2023;Buncis / kg;kg;12228
Oktober 2023;Semen Gresik / 40 Kg;40 Kg;57149
Oktober 2023;Semen Tiga Roda / 40 Kg;40 Kg;51217
Oktober 2023;Semen Padang / 40Kg;40 Kg;46850
Oktober 2023;Semen Tonasa / 40Kg;40 Kg;46613
Oktober 2023;Semen Bosowa / 40Kg;40 Kg;47409
Oktober 2023;Semen Dinamix / 40 Kg;40 Kg;49785
Oktober 2023;Ikan Bandeng / kg;kg;33266
Oktober 2023;Ikan Kembung / kg;kg;33030
Oktober 2023;Ikan Tuna / kg;kg;38925
Oktober 2023;Ikan Tongkol / kg;kg;32389
Oktober 2023;Ikan Cakalang / kg;kg;34248
Oktober 2023;KAYU BALOK MERANTI (4 X 10);Btg;95981
Oktober 2023;Papan Meranti (4m X 3cm X 20mm);Lembar;103637
Oktober 2023;Triplek (6mm)/ lembar;lembar;76113
Oktober 2023;Besi Beton 6 mm (12/9m) / Btg;Btg;30600
Oktober 2023;Besi Beton 8 mm (12/9m) / Btg;Btg;47383
Oktober 2023;Besi Beton 10 mm (12/9m) / Btg;Btg;72102
Oktober 2023;Besi Beton 12 mm (12/9m) / Btg;Btg;99150
Oktober 2023;Paku Ukuran 10Cm /Kg;Kg;18515
Oktober 2023;Paku Ukuran 2 Cm /Kg;Kg;19535
Oktober 2023;Paku Ukuran 3Cm/Kg;Kg;19451
Oktober 2023;Paku Ukuran 4Cm/Kg;kg;19137
Oktober 2023;Paku Ukuran 5Cm/Kg;Kg;18373
Oktober 2023;Paku Ukuran 7Cm/Kg;Kg;18335
Oktober 2023;GAS ELPIGI 3 Kg;Kg;18364
Oktober 2023;Pupuk KCL  Non Subsidi / Kg;Kg;9806
Oktober 2023;Pupuk NPK Non Subsidi / Kg;Kg;11829
Oktober 2023;Pupuk SP 35 Non Subsidi / Kg;Kg;7343
Oktober 2023;Pupuk Urea Non Subsidi / Kg;Kg;7623
Oktober 2023;Pupuk ZA Non Subsidi / Kg;Kg;6036
Nov-23;Beras Premium / kg;kg;13931
Nov-23;Beras Medium / kg;kg;11313
Nov-23;Gula Kristal Putih / kg;kg;15864
Nov-23;Minyak Goreng Curah / kg;kg;14859
Nov-23;Minyak Goreng Kemasan Premium / liter;1 liter;19268
Nov-23;Minyak Goreng Kemasan Sederhana / liter;1 Liter;15938
Nov-23;Minyak Goreng MINYAKITA / liter;1 Liter;14564
Nov-23;Daging Sapi Paha Belakang / kg;kg;116677
Nov-23;Daging Ayam Ras / kg;kg;33404
Nov-23;Daging Ayam Kampung / kg;kg;65070
Nov-23;Telur Ayam Ras / kg;kg;25863
Nov-23;Telur Ayam Kampung / kg;kg;44145
Nov-23;Susu Kental Manis Merk Bendera (397 gr/kl);397 gr/kl;12197
Nov-23;Susu Kental Manis Merk Indomilk (390 gr/kl);390 gr/kl;11956
Nov-23;Susu Bubuk Merk Bendera (Instant) / (400 gr/dos);400 gr/dos;40201
Nov-23;Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos);400 gr/dos;39211
Nov-23;Jagung Pipilan Kering / kg;kg;7636
Nov-23;Garam Beryodium  Bata / buah;Buah;1503
Nov-23;Garam Beryodium Halus / kg;kg;8844
Nov-23;Tepung Terigu / kg;kg;11421
Nov-23;Kacang Kedelai Impor / kg;kg;13465
Nov-23;Kacang Kedelai Lokal / kg;kg;13457
Nov-23;Indomie Rasa Kari Ayam / bungkus;Bungkus;3132
Nov-23;Cabe Merah Keriting / kg;kg;58062
Nov-23;Cabe Merah Besar / kg;kg;53558
Nov-23;Cabe Rawit Merah / kg;kg;74364
Nov-23;Bawang Merah / kg;kg;23199
Nov-23;Bawang Putih / kg;kg;30777
Nov-23;Ikan Asin Teri / kg;kg;75194
Nov-23;Kacang Hijau / kg;kg;22505
Nov-23;Kacang Tanah / kg;kg;28012
Nov-23;Ketela Pohon / kg;kg;4706
Nov-23;Kol/kubis (/kg);kg;7453
Nov-23;Kentang / kg;kg;15214
Nov-23;Tomat / kg;kg;6161
Nov-23;Wortel / kg;kg;12450
Nov-23;Buncis / kg;kg;14637
Nov-23;Semen Gresik / 40 Kg;40 Kg;56458
Nov-23;Semen Tiga Roda / 40 Kg;40 Kg;50972
Nov-23;Semen Padang / 40Kg;40 Kg;46956
Nov-23;Semen Tonasa / 40Kg;40 Kg;46441
Nov-23;Semen Bosowa / 40Kg;40 Kg;47420
Nov-23;Semen Dinamix / 40 Kg;40 Kg;49763
Nov-23;Ikan Bandeng / kg;kg;33731
Nov-23;Ikan Kembung / kg;kg;33034
Nov-23;Ikan Tuna / kg;kg;39217
Nov-23;Ikan Tongkol / kg;kg;32478
Nov-23;Ikan Cakalang / kg;kg;34149
Nov-23;KAYU BALOK MERANTI (4 X 10);Btg;96126
Nov-23;Papan Meranti (4m X 3cm X 20mm);Lembar;104293
Nov-23;Triplek (6mm)/ lembar;lembar;75563
Nov-23;Besi Beton 6 mm (12/9m) / Btg;Btg;30889
Nov-23;Besi Beton 8 mm (12/9m) / Btg;Btg;47839
Nov-23;Besi Beton 10 mm (12/9m) / Btg;Btg;71552
Nov-23;Besi Beton 12 mm (12/9m) / Btg;Btg;98427
Nov-23;Paku Ukuran 10Cm /Kg;Kg;18544
Nov-23;Paku Ukuran 2 Cm /Kg;Kg;19537
Nov-23;Paku Ukuran 3Cm/Kg;Kg;19432
Nov-23;Paku Ukuran 4Cm/Kg;kg;19139
Nov-23;Paku Ukuran 5Cm/Kg;Kg;18363
Nov-23;Paku Ukuran 7Cm/Kg;Kg;18284
Nov-23;GAS ELPIGI 3 Kg;Kg;18425
Nov-23;Pupuk KCL  Non Subsidi / Kg;Kg;9973
Nov-23;Pupuk NPK Non Subsidi / Kg;Kg;11849
Nov-23;Pupuk SP 35 Non Subsidi / Kg;Kg;7290
Nov-23;Pupuk Urea Non Subsidi / Kg;Kg;7719
Nov-23;Pupuk ZA Non Subsidi / Kg;Kg;6115
Desember 2023;Beras Premium / kg;kg;13910
Desember 2023;Beras Medium / kg;kg;11287
Desember 2023;Gula Kristal Putih / kg;kg;16403
Desember 2023;Minyak Goreng Curah / kg;kg;14964
Desember 2023;Minyak Goreng Kemasan Premium / liter;1 liter;19165
Desember 2023;Minyak Goreng Kemasan Sederhana / liter;1 Liter;15947
Desember 2023;Minyak Goreng MINYAKITA / liter;1 Liter;14553
Desember 2023;Daging Sapi Paha Belakang / kg;kg;116710
Desember 2023;Daging Ayam Ras / kg;kg;31800
Desember 2023;Daging Ayam Kampung / kg;kg;65177
Desember 2023;Telur Ayam Ras / kg;kg;26007
Desember 2023;Telur Ayam Kampung / kg;kg;44168
Desember 2023;Susu Kental Manis Merk Bendera (397 gr/kl);397 gr/kl;12224
Desember 2023;Susu Kental Manis Merk Indomilk (390 gr/kl);390 gr/kl;11958
Desember 2023;Susu Bubuk Merk Bendera (Instant) / (400 gr/dos);400 gr/dos;40216
Desember 2023;Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos);400 gr/dos;39299
Desember 2023;Jagung Pipilan Kering / kg;kg;7689
Desember 2023;Garam Beryodium  Bata / buah;Buah;1527
Desember 2023;Garam Beryodium Halus / kg;kg;8905
Desember 2023;Tepung Terigu / kg;kg;11399
Desember 2023;Kacang Kedelai Impor / kg;kg;13523
Desember 2023;Kacang Kedelai Lokal / kg;kg;13622
Desember 2023;Indomie Rasa Kari Ayam / bungkus;Bungkus;3136
Desember 2023;Cabe Merah Keriting / kg;kg;63459
Desember 2023;Cabe Merah Besar / kg;kg;68218
Desember 2023;Cabe Rawit Merah / kg;kg;77966
Desember 2023;Bawang Merah / kg;kg;27991
Desember 2023;Bawang Putih / kg;kg;31967
Desember 2023;Ikan Asin Teri / kg;kg;75024
Desember 2023;Kacang Hijau / kg;kg;22290
Desember 2023;Kacang Tanah / kg;kg;27996
Desember 2023;Ketela Pohon / kg;kg;4713
Desember 2023;Kol/kubis (/kg);kg;8470
Desember 2023;Kentang / kg;kg;15222
Desember 2023;Tomat / kg;kg;9704
Desember 2023;Wortel / kg;kg;12098
Desember 2023;Buncis / kg;kg;14261
Desember 2023;Semen Gresik / 40 Kg;40 Kg;56620
Desember 2023;Semen Tiga Roda / 40 Kg;40 Kg;51064
Desember 2023;Semen Padang / 40Kg;40 Kg;46994
Desember 2023;Semen Tonasa / 40Kg;40 Kg;46713
Desember 2023;Semen Bosowa / 40Kg;40 Kg;47699
Desember 2023;Semen Dinamix / 40 Kg;40 Kg;49740
Desember 2023;Ikan Bandeng / kg;kg;33785
Desember 2023;Ikan Kembung / kg;kg;33081
Desember 2023;Ikan Tuna / kg;kg;39213
Desember 2023;Ikan Tongkol / kg;kg;32340
Desember 2023;Ikan Cakalang / kg;kg;33743
Desember 2023;KAYU BALOK MERANTI (4 X 10);Btg;96582
Desember 2023;Papan Meranti (4m X 3cm X 20mm);Lembar;104500
Desember 2023;Triplek (6mm)/ lembar;lembar;75091
Desember 2023;Besi Beton 6 mm (12/9m) / Btg;Btg;31011
Desember 2023;Besi Beton 8 mm (12/9m) / Btg;Btg;48044
Desember 2023;Besi Beton 10 mm (12/9m) / Btg;Btg;71762
Desember 2023;Besi Beton 12 mm (12/9m) / Btg;Btg;99098
Desember 2023;Paku Ukuran 10Cm /Kg;Kg;18528
Desember 2023;Paku Ukuran 2 Cm /Kg;Kg;19594
Desember 2023;Paku Ukuran 3Cm/Kg;Kg;19475
Desember 2023;Paku Ukuran 4Cm/Kg;kg;19179
Desember 2023;Paku Ukuran 5Cm/Kg;Kg;18378
Desember 2023;Paku Ukuran 7Cm/Kg;Kg;18312
Desember 2023;GAS ELPIGI 3 Kg;Kg;18414
Desember 2023;Pupuk KCL  Non Subsidi / Kg;Kg;9913
Desember 2023;Pupuk NPK Non Subsidi / Kg;Kg;12000
Desember 2023;Pupuk SP 35 Non Subsidi / Kg;Kg;7347
Desember 2023;Pupuk Urea Non Subsidi / Kg;Kg;7631
Desember 2023;Pupuk ZA Non Subsidi / Kg;Kg;6092
